%time,field.x,field.y,field.z
1510671327294275045,-0.0218905735016,0.178315977097,0.0
1510671327297717094,-0.0216271381378,0.178685678482,0.0
1510671327302309989,-0.0214720478058,0.179057933807,0.0
1510671327308084011,-0.0214447059631,0.179271680832,0.0
1510671327313589096,-0.0210349903107,0.17937979126,0.0
1510671327325922966,-0.0205909519196,0.179505870819,0.0
1510671327326611042,-0.0201560993195,0.17966617775,0.0
1510671327327754020,-0.01982239151,0.17986164856,0.0
1510671327333446979,-0.01970429039,0.180201553345,0.0
1510671327337172031,-0.0196628093719,0.180555038452,0.0
1510671327344131946,-0.0195453491211,0.180876146317,0.0
1510671327349116086,-0.018473274231,0.181315961838,0.0
1510671327355668067,-0.0175364608765,0.181763811111,0.0
1510671327358599901,-0.0166684932709,0.182212034225,0.0
1510671327362658023,-0.0161648159027,0.182175668716,0.0
1510671327367543935,-0.0156241998672,0.182062667847,0.0
1510671327372791051,-0.0153167772293,0.182013477325,0.0
1510671327377480030,-0.0145863609314,0.182880918503,0.0
1510671327384845018,-0.0138677158356,0.18367481041,0.0
1510671327389267921,-0.0133022050858,0.18444114399,0.0
1510671327394695043,-0.012632610321,0.185118244171,0.0
1510671327423039913,-0.0124364423752,0.185213679314,0.0
1510671327424163103,-0.0119817237854,0.185604774475,0.0
1510671327425313949,-0.011935628891,0.186331401825,0.0
1510671327426465988,-0.0119623279572,0.187017020226,0.0
1510671327436075925,-0.0117854747772,0.187532360077,0.0
1510671327436248064,-0.0117020215988,0.187884549141,0.0
1510671327437520027,-0.0115475473404,0.188185134888,0.0
1510671327445580959,-0.011919219017,0.18682981205,0.0
1510671327447391033,-0.0122377710342,0.185675458908,0.0
1510671327453984975,-0.0127232236862,0.184576347351,0.0
1510671327458612918,-0.0130716867447,0.183459205627,0.0
1510671327463769912,-0.0131807537079,0.183595241547,0.0
1510671327468189954,-0.0133224143982,0.183606435776,0.0
1510671327472676038,-0.01329616642,0.183644163132,0.0
1510671327478116989,-0.0122516183853,0.184162822723,0.0
1510671327486090898,-0.0112698125839,0.18459058857,0.0
1510671327492077112,-0.0103961715698,0.184848176956,0.0
1510671327495330095,-0.00996653556824,0.183996789932,0.0
1510671327497602939,-0.00958005237579,0.183133947372,0.0
1510671327506716966,-0.00925821208954,0.182411880493,0.0
1510671327508650064,-0.0086737575531,0.180670063019,0.0
1510671327522170066,-0.00809792327881,0.179277135849,0.0
1510671327522361040,-0.00754580545425,0.177984296799,0.0
1510671327523511886,-0.00718822622299,0.176702444077,0.0
1510671327528640031,-0.00685385560989,0.175474006653,0.0
1510671327534235954,-0.00665602779388,0.174096954346,0.0
1510671327540954113,-0.00658918714523,0.17367342186,0.0
1510671327548121929,-0.00652790212631,0.173119535446,0.0
1510671327550606966,-0.00648285007477,0.172877929688,0.0
1510671327553504943,-0.00641129589081,0.172582082748,0.0
1510671327558015108,-0.0063236541748,0.171961610794,0.0
1510671327562436103,-0.0062675409317,0.17140225029,0.0
1510671327567744970,-0.00624476003647,0.170944822311,0.0
